surah_no,surah_name_en,surah_name_roman,ayah_no_surah,ayah_no_quran,,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words,emotion
29,The Spider,Al-'Ankabut,13,3353,,وَلَقَدْ أَرْسَلْنَا نُوحًا إِلَىٰ قَوْمِهِۦ فَلَبِثَ فِيهِمْ أَلْفَ سَنَةٍ إِلَّا خَمْسِينَ عَامًۭا فَأَخَذَهُمُ ٱلطُّوفَانُ وَهُمْ ظَٰلِمُونَ,"We sent Noah to his people and he lived among them for fifty short of a thousand years; then the deluge overtook them, for they were wrongdoers.",343,20,5,159,69,6236,Meccan,FALSE,,16,"[وَلَقَدْ,أَرْسَلْنَا,نُوحًا,إِلَىٰ,قَوْمِهِۦ,فَلَبِثَ,فِيهِمْ,أَلْفَ,سَنَةٍ,إِلَّا,خَمْسِينَ,عَامًۭا,فَأَخَذَهُمُ,ٱلطُّوفَانُ,وَهُمْ,ظَٰلِمُونَ]",divine justice
29,The Spider,Al-'Ankabut,14,3354,,فَأَنجَيْنَٰهُ وَأَصْحَٰبَ ٱلسَّفِينَةِ وَجَعَلْنَٰهَآ ءَايَةًۭ لِّلْعَٰلَمِينَ,But We saved him and those who were with him in the Ark and made the event a sign for mankind.,343,20,5,159,69,6236,Meccan,FALSE,,6,"[فَأَنجَيْنَٰهُ,وَأَصْحَٰبَ,ٱلسَّفِينَةِ,وَجَعَلْنَٰهَآ,ءَايَةًۭ,لِّلْعَٰلَمِينَ]",hope
29,The Spider,Al-'Ankabut,15,3355,,وَإِبْرَٰهِيمَ إِذْ قَالَ لِقَوْمِهِ ٱعْبُدُوا۟ ٱللَّهَ وَٱتَّقُوهُ ۖ ذَٰلِكُمْ خَيْرٌۭ لَّكُمْ إِن كُنتُمْ تَعْلَمُونَ,"Tell of Abraham. He said to his people, ""Worship God and fear Him, that would be best for you, if only you knew.",343,20,5,159,69,6236,Meccan,FALSE,,14,"[وَإِبْرَٰهِيمَ,إِذْ,قَالَ,لِقَوْمِهِ,ٱعْبُدُوا۟,ٱللَّهَ,وَٱتَّقُوهُ,ۖ,ذَٰلِكُمْ,خَيْرٌۭ,لَّكُمْ,إِن,كُنتُمْ,تَعْلَمُونَ]",hope
29,The Spider,Al-'Ankabut,16,3356,,إِنَّمَا تَعْبُدُونَ مِن دُونِ ٱللَّهِ أَوْثَٰنًۭا وَتَخْلُقُونَ إِفْكًا ۚ إِنَّ ٱلَّذِينَ تَعْبُدُونَ مِن دُونِ ٱللَّهِ لَا يَمْلِكُونَ لَكُمْ رِزْقًۭا فَٱبْتَغُوا۟ عِندَ ٱللَّهِ ٱلرِّزْقَ وَٱعْبُدُوهُ وَٱشْكُرُوا۟ لَهُۥٓ ۖ إِلَيْهِ تُرْجَعُونَ,"You worship idols besides God and fabricate falsehoods. Those whom you worship besides God have no power to provide sustenance for you. So seek your sustenance from God and worship Him and be grateful to Him, for to Him you shall return.",343,20,5,159,69,6236,Meccan,FALSE,,29,"[إِنَّمَا,تَعْبُدُونَ,مِن,دُونِ,ٱللَّهِ,أَوْثَٰنًۭا,وَتَخْلُقُونَ,إِفْكًا,ۚ,إِنَّ,ٱلَّذِينَ,تَعْبُدُونَ,مِن,دُونِ,ٱللَّهِ,لَا,يَمْلِكُونَ,لَكُمْ,رِزْقًۭا,فَٱبْتَغُوا۟,عِندَ,ٱللَّهِ,ٱلرِّزْقَ,وَٱعْبُدُوهُ,وَٱشْكُرُوا۟,لَهُۥٓ,ۖ,إِلَيْهِ,تُرْجَعُونَ]",hope
29,The Spider,Al-'Ankabut,17,3357,,وَإِن تُكَذِّبُوا۟ فَقَدْ كَذَّبَ أُمَمٌۭ مِّن قَبْلِكُمْ ۖ وَمَا عَلَى ٱلرَّسُولِ إِلَّا ٱلْبَلَٰغُ ٱلْمُبِينُ,"If you reject the truth, other communities before you also rejected the truth. The messenger's responsibility is only to convey the message clearly.""",343,20,5,159,69,6236,Meccan,FALSE,,14,"[وَإِن,تُكَذِّبُوا۟,فَقَدْ,كَذَّبَ,أُمَمٌۭ,مِّن,قَبْلِكُمْ,ۖ,وَمَا,عَلَى,ٱلرَّسُولِ,إِلَّا,ٱلْبَلَٰغُ,ٱلْمُبِينُ]",divine justice
29,The Spider,Al-'Ankabut,18,3358,,أَوَلَمْ يَرَوْا۟ كَيْفَ يُبْدِئُ ٱللَّهُ ٱلْخَلْقَ ثُمَّ يُعِيدُهُۥٓ ۚ إِنَّ ذَٰلِكَ عَلَى ٱللَّهِ يَسِيرٌۭ,"Do they not see how God originates creation, then reproduces it? That surely is easy for God.",343,20,5,159,69,6236,Meccan,FALSE,,14,"[أَوَلَمْ,يَرَوْا۟,كَيْفَ,يُبْدِئُ,ٱللَّهُ,ٱلْخَلْقَ,ثُمَّ,يُعِيدُهُۥٓ,ۚ,إِنَّ,ذَٰلِكَ,عَلَى,ٱللَّهِ,يَسِيرٌۭ]",hope
29,The Spider,Al-'Ankabut,19,3359,,قُلْ سِيرُوا۟ فِى ٱلْأَرْضِ فَٱنظُرُوا۟ كَيْفَ بَدَأَ ٱلْخَلْقَ ۚ ثُمَّ ٱللَّهُ يُنشِئُ ٱلنَّشْأَةَ ٱلْءَاخِرَةَ ۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَىْءٍۢ قَدِيرٌۭ,"Tell them, ""Roam the earth and see how He originated creation. Then God will bring into being your second life. God has power over all things.",343,20,5,159,69,6236,Meccan,FALSE,,21,"[قُلْ,سِيرُوا۟,فِى,ٱلْأَرْضِ,فَٱنظُرُوا۟,كَيْفَ,بَدَأَ,ٱلْخَلْقَ,ۚ,ثُمَّ,ٱللَّهُ,يُنشِئُ,ٱلنَّشْأَةَ,ٱلْءَاخِرَةَ,ۚ,إِنَّ,ٱللَّهَ,عَلَىٰ,كُلِّ,شَىْءٍۢ,قَدِيرٌۭ]",hope
29,The Spider,Al-'Ankabut,20,3360,,يُعَذِّبُ مَن يَشَآءُ وَيَرْحَمُ مَن يَشَآءُ ۖ وَإِلَيْهِ تُقْلَبُونَ,He punishes whom He will and shows mercy to whom He pleases. And to Him you shall be returned.,343,20,5,159,69,6236,Meccan,FALSE,,9,"[يُعَذِّبُ,مَن,يَشَآءُ,وَيَرْحَمُ,مَن,يَشَآءُ,ۖ,وَإِلَيْهِ,تُقْلَبُونَ]",divine justice
29,The Spider,Al-'Ankabut,21,3361,,وَمَآ أَنتُم بِمُعْجِزِينَ فِى ٱلْأَرْضِ وَلَا فِى ٱلسَّمَآءِ ۖ وَمَا لَكُم مِّن دُونِ ٱللَّهِ مِن وَلِىٍّۢ وَلَا نَصِيرٍۢ,"You cannot defeat His purpose on earth or in heaven; nor have you any friend or helper besides God.""",343,20,5,159,69,6236,Meccan,FALSE,,18,"[وَمَآ,أَنتُم,بِمُعْجِزِينَ,فِى,ٱلْأَرْضِ,وَلَا,فِى,ٱلسَّمَآءِ,ۖ,وَمَا,لَكُم,مِّن,دُونِ,ٱللَّهِ,مِن,وَلِىٍّۢ,وَلَا,نَصِيرٍۢ]",hope
29,The Spider,Al-'Ankabut,22,3362,,وَٱلَّذِينَ كَفَرُوا۟ بِـَٔايَٰتِ ٱللَّهِ وَلِقَآئِهِۦٓ أُو۟لَٰٓئِكَ يَئِسُوا۟ مِن رَّحْمَتِى وَأُو۟لَٰٓئِكَ لَهُمْ عَذَابٌ أَلِيمٌۭ,Those who deny God's revelations and the meeting with Him -- it is they who have despaired of My mercy. They will suffer a grievous punishment.,344,20,5,159,69,6236,Meccan,FALSE,,13,"[وَٱلَّذِينَ,كَفَرُوا۟,بِـَٔايَٰتِ,ٱللَّهِ,وَلِقَآئِهِۦٓ,أُو۟لَٰٓئِكَ,يَئِسُوا۟,مِن,رَّحْمَتِى,وَأُو۟لَٰٓئِكَ,لَهُمْ,عَذَابٌ,أَلِيمٌۭ]",grief
29,The Spider,Al-'Ankabut,23,3363,,فَمَا كَانَ جَوَابَ قَوْمِهِۦٓ إِلَّآ أَن قَالُوا۟ ٱقْتُلُوهُ أَوْ حَرِّقُوهُ فَأَنجَىٰهُ ٱللَّهُ مِنَ ٱلنَّارِ ۚ إِنَّ فِى ذَٰلِكَ لَءَايَٰتٍۢ لِّقَوْمٍۢ يُؤْمِنُونَ,"The only response of Abraham's people was, ""Kill him or burn him!"" But God saved him from the fire. Surely in this there are signs for people who believe.",344,20,5,159,69,6236,Meccan,FALSE,,21,"[فَمَا,كَانَ,جَوَابَ,قَوْمِهِۦٓ,إِلَّآ,أَن,قَالُوا۟,ٱقْتُلُوهُ,أَوْ,حَرِّقُوهُ,فَأَنجَىٰهُ,ٱللَّهُ,مِنَ,ٱلنَّارِ,ۚ,إِنَّ,فِى,ذَٰلِكَ,لَءَايَٰتٍۢ,لِّقَوْمٍۢ,يُؤْمِنُونَ]",hope
29,The Spider,Al-'Ankabut,24,3364,,وَقَالَ إِنَّمَا ٱتَّخَذْتُم مِّن دُونِ ٱللَّهِ أَوْثَٰنًۭا مَّوَدَّةَ بَيْنِكُمْ فِى ٱلْحَيَوٰةِ ٱلدُّنْيَا ۖ ثُمَّ يَوْمَ ٱلْقِيَٰمَةِ يَكْفُرُ بَعْضُكُم بِبَعْضٍۢ وَيَلْعَنُ بَعْضُكُم بَعْضًۭا وَمَأْوَىٰكُمُ ٱلنَّارُ وَمَا لَكُم مِّن نَّٰصِرِينَ,"Abraham said, ""You have taken up the worship of idols, instead of God, to promote friendship between yourselves in the present life. But on the Day of Judgement, you will disown and curse one another. Your abode will be the Fire and you will have no helpers.""",344,20,5,159,69,6236,Meccan,FALSE,,28,"[وَقَالَ,إِنَّمَا,ٱتَّخَذْتُم,مِّن,دُونِ,ٱللَّهِ,أَوْثَٰنًۭا,مَّوَدَّةَ,بَيْنِكُمْ,فِى,ٱلْحَيَوٰةِ,ٱلدُّنْيَا,ۖ,ثُمَّ,يَوْمَ,ٱلْقِيَٰمَةِ,يَكْفُرُ,بَعْضُكُم,بِبَعْضٍۢ,وَيَلْعَنُ,بَعْضُكُم,بَعْضًۭا,وَمَأْوَىٰكُمُ,ٱلنَّارُ,وَمَا,لَكُم,مِّن,نَّٰصِرِينَ]",divine justice
29,The Spider,Al-'Ankabut,25,3365,,۞ فَـَٔامَنَ لَهُۥ لُوطٌۭ ۘ وَقَالَ إِنِّى مُهَاجِرٌ إِلَىٰ رَبِّىٓ ۖ إِنَّهُۥ هُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ,"Lot was the one who believed in him and said, ""I shall migrate to another land for the sake of my Lord. He is the Mighty One, the Wise One.""",344,20,5,160,69,6236,Meccan,FALSE,,15,"[۞,فَـَٔامَنَ,لَهُۥ,لُوطٌۭ,ۘ,وَقَالَ,إِنِّى,مُهَاجِرٌ,إِلَىٰ,رَبِّىٓ,ۖ,إِنَّهُۥ,هُوَ,ٱلْعَزِيزُ,ٱلْحَكِيمُ]",hope
29,The Spider,Al-'Ankabut,26,3366,,وَوَهَبْنَا لَهُۥٓ إِسْحَٰقَ وَيَعْقُوبَ وَجَعَلْنَا فِى ذُرِّيَّتِهِ ٱلنُّبُوَّةَ وَٱلْكِتَٰبَ وَءَاتَيْنَٰهُ أَجْرَهُۥ فِى ٱلدُّنْيَا ۖ وَإِنَّهُۥ فِى ٱلْءَاخِرَةِ لَمِنَ ٱلصَّٰلِحِينَ,We gave him Isaac and Jacob and granted prophethood and the Book to his descendants. We gave him his reward in this life and in the Hereafter he shall dwell among the righteous.,344,20,5,160,69,6236,Meccan,FALSE,,19,"[وَوَهَبْنَا,لَهُۥٓ,إِسْحَٰقَ,وَيَعْقُوبَ,وَجَعَلْنَا,فِى,ذُرِّيَّتِهِ,ٱلنُّبُوَّةَ,وَٱلْكِتَٰبَ,وَءَاتَيْنَٰهُ,أَجْرَهُۥ,فِى,ٱلدُّنْيَا,ۖ,وَإِنَّهُۥ,فِى,ٱلْءَاخِرَةِ,لَمِنَ,ٱلصَّٰلِحِينَ]",hope
29,The Spider,Al-'Ankabut,27,3367,,وَلُوطًا إِذْ قَالَ لِقَوْمِهِۦٓ إِنَّكُمْ لَتَأْتُونَ ٱلْفَٰحِشَةَ مَا سَبَقَكُم بِهَا مِنْ أَحَدٍۢ مِّنَ ٱلْعَٰلَمِينَ,"We sent Lot to his people and he said to them, ""Indeed you commit obscenity such as no people before you have ever committed.",344,20,5,160,69,6236,Meccan,FALSE,,14,"[وَلُوطًا,إِذْ,قَالَ,لِقَوْمِهِۦٓ,إِنَّكُمْ,لَتَأْتُونَ,ٱلْفَٰحِشَةَ,مَا,سَبَقَكُم,بِهَا,مِنْ,أَحَدٍۢ,مِّنَ,ٱلْعَٰلَمِينَ]",grief
29,The Spider,Al-'Ankabut,28,3368,,أَئِنَّكُمْ لَتَأْتُونَ ٱلرِّجَالَ وَتَقْطَعُونَ ٱلسَّبِيلَ وَتَأْتُونَ فِى نَادِيكُمُ ٱلْمُنكَرَ ۖ فَمَا كَانَ جَوَابَ قَوْمِهِۦٓ إِلَّآ أَن قَالُوا۟ ٱئْتِنَا بِعَذَابِ ٱللَّهِ إِن كُنتَ مِنَ ٱلصَّٰدِقِينَ,"You approach men and waylay them on the road and commit depravities within your gatherings."" But his people's only reply was, ""Bring down God's punishment upon us, if what you say be true.""",344,20,5,160,69,6236,Meccan,FALSE,,24,"[أَئِنَّكُمْ,لَتَأْتُونَ,ٱلرِّجَالَ,وَتَقْطَعُونَ,ٱلسَّبِيلَ,وَتَأْتُونَ,فِى,نَادِيكُمُ,ٱلْمُنكَرَ,ۖ,فَمَا,كَانَ,جَوَابَ,قَوْمِهِۦٓ,إِلَّآ,أَن,قَالُوا۟,ٱئْتِنَا,بِعَذَابِ,ٱللَّهِ,إِن,كُنتَ,مِنَ,ٱلصَّٰدِقِينَ]",divine justice
29,The Spider,Al-'Ankabut,29,3369,,قَالَ رَبِّ ٱنصُرْنِى عَلَى ٱلْقَوْمِ ٱلْمُفْسِدِينَ,"Lot prayed, ""Lord, help me against this wicked people.""",344,20,5,160,69,6236,Meccan,FALSE,,6,"[قَالَ,رَبِّ,ٱنصُرْنِى,عَلَى,ٱلْقَوْمِ,ٱلْمُفْسِدِينَ]",hope
29,The Spider,Al-'Ankabut,30,3370,,وَلَمَّا جَآءَتْ رُسُلُنَآ إِبْرَٰهِيمَ بِٱلْبُشْرَىٰ قَالُوٓا۟ إِنَّا مُهْلِكُوٓا۟ أَهْلِ هَٰذِهِ ٱلْقَرْيَةِ ۖ إِنَّ أَهْلَهَا كَانُوا۟ ظَٰلِمِينَ,"When Our messengers brought Abraham the good news \[of the birth of Isaac\] they \[also\] said, ""We are indeed going to destroy the people of this city, for the people of this city are truly wrongdoers.""",345,20,5,160,69,6236,Meccan,FALSE,,16,"[وَلَمَّا,جَآءَتْ,رُسُلُنَآ,إِبْرَٰهِيمَ,بِٱلْبُشْرَىٰ,قَالُوٓا۟,إِنَّا,مُهْلِكُوٓا۟,أَهْلِ,هَٰذِهِ,ٱلْقَرْيَةِ,ۖ,إِنَّ,أَهْلَهَا,كَانُوا۟,ظَٰلِمِينَ]",divine justice
29,The Spider,Al-'Ankabut,31,3371,,قَالَ إِنَّ فِيهَا لُوطًۭا ۚ قَالُوا۟ نَحْنُ أَعْلَمُ بِمَن فِيهَا ۖ لَنُنَجِّيَنَّهُۥ وَأَهْلَهُۥٓ إِلَّا ٱمْرَأَتَهُۥ كَانَتْ مِنَ ٱلْغَٰبِرِينَ,"Abraham said, ""But, Lot lives here."" They answered, ""We well know who lives here. We shall surely save him and his whole family, except his wife, who will be among those who stay behind.""",345,20,5,160,69,6236,Meccan,FALSE,,18,"[قَالَ,إِنَّ,فِيهَا,لُوطًۭا,ۚ,قَالُوا۟,نَحْنُ,أَعْلَمُ,بِمَن,فِيهَا,ۖ,لَنُنَجِّيَنَّهُۥ,وَأَهْلَهُۥٓ,إِلَّا,ٱمْرَأَتَهُۥ,كَانَتْ,مِنَ,ٱلْغَٰبِرِينَ]",grief
29,The Spider,Al-'Ankabut,32,3372,,وَلَمَّآ أَن جَآءَتْ رُسُلُنَا لُوطًۭا سِىٓءَ بِهِمْ وَضَاقَ بِهِمْ ذَرْعًۭا وَقَالُوا۟ لَا تَخَفْ وَلَا تَحْزَنْ ۖ إِنَّا مُنَجُّوكَ وَأَهْلَكَ إِلَّا ٱمْرَأَتَكَ كَانَتْ مِنَ ٱلْغَٰبِرِينَ,"When Our messengers came to Lot, he was troubled and distressed on their account. They said, ""Have no fear or grief. We shall certainly save you and your household, except your wife, who will be among those who stay behind,",345,20,5,160,69,6236,Meccan,FALSE,,24,"[وَلَمَّآ,أَن,جَآءَتْ,رُسُلُنَا,لُوطًۭا,سِىٓءَ,بِهِمْ,وَضَاقَ,بِهِمْ,ذَرْعًۭا,وَقَالُوا۟,لَا,تَخَفْ,وَلَا,تَحْزَنْ,ۖ,إِنَّا,مُنَجُّوكَ,وَأَهْلَكَ,إِلَّا,ٱمْرَأَتَكَ,كَانَتْ,مِنَ,ٱلْغَٰبِرِينَ]",taqwa
29,The Spider,Al-'Ankabut,33,3373,,إِنَّا مُنزِلُونَ عَلَىٰٓ أَهْلِ هَٰذِهِ ٱلْقَرْيَةِ رِجْزًۭا مِّنَ ٱلسَّمَآءِ بِمَا كَانُوا۟ يَفْسُقُونَ,"We are surely going to bring down a punishment from heaven on the people of this town because of their depravities.""",345,20,5,160,69,6236,Meccan,FALSE,,12,"[إِنَّا,مُنزِلُونَ,عَلَىٰٓ,أَهْلِ,هَٰذِهِ,ٱلْقَرْيَةِ,رِجْزًۭا,مِّنَ,ٱلسَّمَآءِ,بِمَا,كَانُوا۟,يَفْسُقُونَ]",divine justice
29,The Spider,Al-'Ankabut,34,3374,,وَلَقَد تَّرَكْنَا مِنْهَآ ءَايَةًۢ بَيِّنَةًۭ لِّقَوْمٍۢ يَعْقِلُونَ,Surely the ruins We left of that city are a clear sign for a people who use their reason.,345,20,5,160,69,6236,Meccan,FALSE,,7,"[وَلَقَد,تَّرَكْنَا,مِنْهَآ,ءَايَةًۢ,بَيِّنَةًۭ,لِّقَوْمٍۢ,يَعْقِلُونَ]",hope
29,The Spider,Al-'Ankabut,35,3375,,وَإِلَىٰ مَدْيَنَ أَخَاهُمْ شُعَيْبًۭا فَقَالَ يَٰقَوْمِ ٱعْبُدُوا۟ ٱللَّهَ وَٱرْجُوا۟ ٱلْيَوْمَ ٱلْءَاخِرَ وَلَا تَعْثَوْا۟ فِى ٱلْأَرْضِ مُفْسِدِينَ,"To the people of Midian We sent their brother Shu'ayb. He said, ""My people, worship God, and look forward to the Last Day, and do not commit evil and spread corruption in the land.""",345,20,5,160,69,6236,Meccan,FALSE,,16,"[وَإِلَىٰ,مَدْيَنَ,أَخَاهُمْ,شُعَيْبًۭا,فَقَالَ,يَٰقَوْمِ,ٱعْبُدُوا۟,ٱللَّهَ,وَٱرْجُوا۟,ٱلْيَوْمَ,ٱلْءَاخِرَ,وَلَا,تَعْثَوْا۟,فِى,ٱلْأَرْضِ,مُفْسِدِينَ]",divine justice
29,The Spider,Al-'Ankabut,36,3376,,فَكَذَّبُوهُ فَأَخَذَتْهُمُ ٱلرَّجْفَةُ فَأَصْبَحُوا۟ فِى دَارِهِمْ جَٰثِمِينَ,"But they rejected him, so the earthquake overwhelmed them and they were left lying prostrate on the ground in their homes.",345,20,5,160,69,6236,Meccan,FALSE,,7,"[فَكَذَّبُوهُ,فَأَخَذَتْهُمُ,ٱلرَّجْفَةُ,فَأَصْبَحُوا۟,فِى,دَارِهِمْ,جَٰثِمِينَ]",grief
29,The Spider,Al-'Ankabut,37,3377,,وَعَادًۭا وَثَمُودَا۟ وَقَد تَّبَيَّنَ لَكُم مِّن مَّسَٰكِنِهِمْ ۖ وَزَيَّنَ لَهُمُ ٱلشَّيْطَٰنُ أَعْمَٰلَهُمْ فَصَدَّهُمْ عَنِ ٱلسَّبِيلِ وَكَانُوا۟ مُسْتَبْصِرِينَ,"The same happened to the tribes of 'Ad and Thamud: this must be clear to you from their ruins. Satan made their actions seem good to them, and turned them away from the straight path, even though they were intelligent people.",345,20,5,160,69,6236,Meccan,FALSE,,17,"[وَعَادًۭا,وَثَمُودَا۟,وَقَد,تَّبَيَّنَ,لَكُم,مِّن,مَّسَٰكِنِهِمْ,ۖ,وَزَيَّنَ,لَهُمُ,ٱلشَّيْطَٰنُ,أَعْمَٰلَهُمْ,فَصَدَّهُمْ,عَنِ,ٱلسَّبِيلِ,وَكَانُوا۟,مُسْتَبْصِرِينَ]",hope
29,The Spider,Al-'Ankabut,38,3378,,وَقَٰرُونَ وَفِرْعَوْنَ وَهَٰمَٰنَ ۖ وَلَقَدْ جَآءَهُم مُّوسَىٰ بِٱلْبَيِّنَٰتِ فَٱسْتَكْبَرُوا۟ فِى ٱلْأَرْضِ وَمَا كَانُوا۟ سَٰبِقِينَ,"Korah, Pharaoh, and Haman: Moses came to them with clear signs but they were arrogant in the land. They could not escape Us.",345,20,5,160,69,6236,Meccan,FALSE,,14,"[وَقَٰرُونَ,وَفِرْعَوْنَ,وَهَٰمَٰنَ,ۖ,وَلَقَدْ,جَآءَهُم,مُّوسَىٰ,بِٱلْبَيِّنَٰتِ,فَٱسْتَكْبَرُوا۟,فِى,ٱلْأَرْضِ,وَمَا,كَانُوا۟,سَٰبِقِينَ]",divine justice
